trip,type,direction,stop|苹果园|0103|0|1|A|1,stop|苹果园|0103|0|1|D|1,stop|古城路|0104|40|1|A|2,stop|古城路|0104|40|1|D|2,stop|八角游乐园|0105|80|1|A|3,stop|八角游乐园|0105|80|1|D|3,stop|八宝山|0106|120|1|A|4,stop|八宝山|0106|120|1|D|4,stop|玉泉路|0107|160|1|A|5,stop|玉泉路|0107|160|1|D|5,stop|五棵松|0108|200|1|A|6,stop|五棵松|0108|200|1|D|6,stop|万寿路|0109|240|1|A|7,stop|万寿路|0109|240|1|D|7,stop|公主坟（1号线）|0110|280|1|A|8,stop|公主坟（1号线）|0110|280|1|D|8,stop|军事博物馆（1号线）|0111|320|1|A|9,stop|军事博物馆（1号线）|0111|320|1|D|9,stop|木樨地|0112|360|1|A|10,stop|木樨地|0112|360|1|D|10,stop|南礼士路|0113|400|1|A|11,stop|南礼士路|0113|400|1|D|11,stop|复兴门（1号线）|0114|440|1|A|12,stop|复兴门（1号线）|0114|440|1|D|12,stop|西单（1号线）|0115|480|1|A|13,stop|西单（1号线）|0115|480|1|D|13,stop|天安门西|0116|520|1|A|14,stop|天安门西|0116|520|1|D|14,stop|天安门东|0117|560|1|A|15,stop|天安门东|0117|560|1|D|15,stop|王府井|0118|600|1|A|16,stop|王府井|0118|600|1|D|16,stop|东单（1号线）|0119|640|1|A|17,stop|东单（1号线）|0119|640|1|D|17,stop|建国门（1号线）|0120|680|1|A|18,stop|建国门（1号线）|0120|680|1|D|18,stop|永安里|0121|720|1|A|19,stop|永安里|0121|720|1|D|19,stop|国贸（1号线）|0122|760|1|A|20,stop|国贸（1号线）|0122|760|1|D|20,stop|大望路|0123|800|1|A|21,stop|大望路|0123|800|1|D|21,stop|四惠（1号线）|0124|840|1|A|22,stop|四惠（1号线）|0124|840|1|D|22,stop|四惠东（1号线）|0125|880|1|A|23,stop|四惠东（1号线）|0125|880|1|D|23
1054,REAL,1,20140702075905,20140702075805,20140702075425,20140702075355,20140702075125,20140702075055,20140702074825,20140702074755,20140702074555,20140702074525,20140702074305,20140702074230,20140702074020,20140702073945,20140702073755,20140702073715,20140702073535,20140702073445,20140702073305,20140702073235,20140702073035,20140702073009,20140702072909,20140702072826,20140702072626,20140702072546,20140702072416,20140702072350,20140702072220,20140702072154,20140702072024,20140702071954,20140702071834,20140702071754,20140702071604,20140702071523,20140702071323,20140702071253,20140702071143,20140702071058,20140702070858,20140702070820,20140702070550,20140702070520,-,-
1055,REAL,1,20140702080110,20140702080010,20140702075630,20140702075600,20140702075330,20140702075300,20140702075030,20140702075000,20140702074800,20140702074730,20140702074510,20140702074435,20140702074225,20140702074150,20140702074000,20140702073920,20140702073740,20140702073650,20140702073510,20140702073440,20140702073240,20140702073214,20140702073114,20140702073031,20140702072831,20140702072751,20140702072621,20140702072555,20140702072425,20140702072359,20140702072229,20140702072159,20140702072039,20140702071959,20140702071809,20140702071728,20140702071528,20140702071458,20140702071348,20140702071303,20140702071103,20140702071025,20140702070755,20140702070725,20140702070455,20140702070355
1056,REAL,1,20140702080325,20140702080225,20140702075845,20140702075815,20140702075545,20140702075515,20140702075245,20140702075215,20140702075015,20140702074945,20140702074725,20140702074650,20140702074440,20140702074405,20140702074215,20140702074135,20140702073955,20140702073905,20140702073725,20140702073655,20140702073455,20140702073429,20140702073329,20140702073246,20140702073046,20140702073006,20140702072836,20140702072810,20140702072640,20140702072614,20140702072444,20140702072414,20140702072254,20140702072214,20140702072024,20140702071943,20140702071743,20140702071713,20140702071603,20140702071518,20140702071318,20140702071240,20140702071010,20140702070940,20140702070710,20140702070610
1057,REAL,1,20140702080540,20140702080440,20140702080100,20140702080030,20140702075800,20140702075730,20140702075500,20140702075430,20140702075230,20140702075200,20140702074940,20140702074905,20140702074655,20140702074620,20140702074430,20140702074350,20140702074210,20140702074120,20140702073940,20140702073910,20140702073710,20140702073644,20140702073544,20140702073501,20140702073301,20140702073221,20140702073051,20140702073025,20140702072855,20140702072829,20140702072659,20140702072629,20140702072509,20140702072429,20140702072239,20140702072158,20140702071958,20140702071928,20140702071818,20140702071733,20140702071533,20140702071455,20140702071225,20140702071155,-,-
1058,REAL,1,20140702080755,20140702080655,20140702080315,20140702080245,20140702080015,20140702075945,20140702075715,20140702075645,20140702075445,20140702075415,20140702075155,20140702075120,20140702074910,20140702074835,20140702074645,20140702074605,20140702074425,20140702074335,20140702074155,20140702074125,20140702073925,20140702073859,20140702073759,20140702073716,20140702073516,20140702073436,20140702073306,20140702073240,20140702073110,20140702073044,20140702072914,20140702072844,20140702072724,20140702072644,20140702072454,20140702072413,20140702072213,20140702072143,20140702072033,20140702071948,20140702071748,20140702071710,20140702071440,20140702071410,20140702071140,20140702071040
1059,REAL,1,20140702081010,20140702080910,20140702080530,20140702080500,20140702080230,20140702080200,20140702075930,20140702075900,20140702075700,20140702075630,20140702075410,20140702075335,20140702075125,20140702075050,20140702074900,20140702074820,20140702074640,20140702074550,20140702074410,20140702074340,20140702074140,20140702074114,20140702074014,20140702073931,20140702073731,20140702073651,20140702073521,20140702073455,20140702073325,20140702073259,20140702073129,20140702073059,20140702072939,20140702072859,20140702072709,20140702072628,20140702072428,20140702072358,20140702072248,20140702072203,20140702072003,20140702071925,20140702071655,20140702071625,20140702071355,20140702071255
1060,REAL,1,20140702081225,20140702081125,20140702080745,20140702080715,20140702080445,20140702080415,20140702080145,20140702080115,20140702075915,20140702075845,20140702075625,20140702075550,20140702075340,20140702075305,20140702075115,20140702075035,20140702074855,20140702074805,20140702074625,20140702074555,20140702074355,20140702074329,20140702074229,20140702074146,20140702073946,20140702073906,20140702073736,20140702073710,20140702073540,20140702073514,20140702073344,20140702073314,20140702073154,20140702073114,20140702072924,20140702072843,20140702072643,20140702072613,20140702072503,20140702072418,20140702072218,20140702072140,20140702071910,20140702071840,-,-
1061,REAL,1,20140702081440,20140702081340,20140702081000,20140702080930,20140702080700,20140702080630,20140702080400,20140702080330,20140702080130,20140702080100,20140702075840,20140702075805,20140702075555,20140702075520,20140702075330,20140702075250,20140702075110,20140702075020,20140702074840,20140702074810,20140702074610,20140702074544,20140702074444,20140702074401,20140702074201,20140702074121,20140702073951,20140702073925,20140702073755,20140702073729,20140702073559,20140702073529,20140702073409,20140702073329,20140702073139,20140702073058,20140702072858,20140702072828,20140702072718,20140702072633,20140702072433,20140702072355,20140702072125,20140702072055,20140702071825,20140702071725
1062,REAL,1,20140702081655,20140702081555,20140702081215,20140702081145,20140702080915,20140702080845,20140702080615,20140702080545,20140702080345,20140702080315,20140702080055,20140702080020,20140702075810,20140702075735,20140702075545,20140702075505,20140702075325,20140702075235,20140702075055,20140702075025,20140702074825,20140702074759,20140702074659,20140702074616,20140702074416,20140702074336,20140702074206,20140702074140,20140702074010,20140702073944,20140702073814,20140702073744,20140702073624,20140702073544,20140702073354,20140702073313,20140702073113,20140702073043,20140702072933,20140702072848,20140702072648,20140702072610,20140702072340,20140702072310,-,-
1063,REAL,1,20140702081910,20140702081810,20140702081430,20140702081400,20140702081130,20140702081100,20140702080830,20140702080800,20140702080600,20140702080530,20140702080310,20140702080235,20140702080025,20140702075950,20140702075800,20140702075720,20140702075540,20140702075450,20140702075310,20140702075240,20140702075040,20140702075014,20140702074914,20140702074831,20140702074631,20140702074551,20140702074421,20140702074355,20140702074225,20140702074159,20140702074029,20140702073959,20140702073839,20140702073759,20140702073609,20140702073528,20140702073328,20140702073258,20140702073148,20140702073103,20140702072903,20140702072825,20140702072555,20140702072525,20140702072255,20140702072155
1064,REAL,1,20140702082125,20140702082025,20140702081645,20140702081615,20140702081345,20140702081315,20140702081045,20140702081015,20140702080815,20140702080745,20140702080525,20140702080450,20140702080240,20140702080205,20140702080015,20140702075935,20140702075755,20140702075705,20140702075525,20140702075455,20140702075255,20140702075229,20140702075129,20140702075046,20140702074846,20140702074806,20140702074636,20140702074610,20140702074440,20140702074414,20140702074244,20140702074214,20140702074054,20140702074014,20140702073824,20140702073743,20140702073543,20140702073513,20140702073403,20140702073318,20140702073118,20140702073040,20140702072810,20140702072740,20140702072510,20140702072410
1065,REAL,1,20140702082340,20140702082240,20140702081900,20140702081830,20140702081600,20140702081530,20140702081300,20140702081230,20140702081030,20140702081000,20140702080740,20140702080705,20140702080455,20140702080420,20140702080230,20140702080150,20140702080010,20140702075920,20140702075740,20140702075710,20140702075510,20140702075444,20140702075344,20140702075301,20140702075101,20140702075021,20140702074851,20140702074825,20140702074655,20140702074629,20140702074459,20140702074429,20140702074309,20140702074229,20140702074039,20140702073958,20140702073758,20140702073728,20140702073618,20140702073533,20140702073333,20140702073255,20140702073025,20140702072955,-,-
1066,REAL,1,20140702082555,20140702082455,20140702082115,20140702082045,20140702081815,20140702081745,20140702081515,20140702081445,20140702081245,20140702081215,20140702080955,20140702080920,20140702080710,20140702080635,20140702080445,20140702080405,20140702080225,20140702080135,20140702075955,20140702075925,20140702075725,20140702075659,20140702075559,20140702075516,20140702075316,20140702075236,20140702075106,20140702075040,20140702074910,20140702074844,20140702074714,20140702074644,20140702074524,20140702074444,20140702074254,20140702074213,20140702074013,20140702073943,20140702073833,20140702073748,20140702073548,20140702073510,20140702073240,20140702073210,20140702072940,20140702072840
1067,REAL,1,20140702082810,20140702082710,20140702082330,20140702082300,20140702082030,20140702082000,20140702081730,20140702081700,20140702081500,20140702081430,20140702081210,20140702081135,20140702080925,20140702080850,20140702080700,20140702080620,20140702080440,20140702080350,20140702080210,20140702080140,20140702075940,20140702075914,20140702075814,20140702075731,20140702075531,20140702075451,20140702075321,20140702075255,20140702075125,20140702075059,20140702074929,20140702074859,20140702074739,20140702074659,20140702074509,20140702074428,20140702074228,20140702074158,20140702074048,20140702074003,20140702073803,20140702073725,20140702073455,20140702073425,20140702073155,20140702073055
1068,REAL,1,20140702083020,20140702082920,20140702082540,20140702082510,20140702082240,20140702082210,20140702081940,20140702081910,20140702081710,20140702081640,20140702081420,20140702081345,20140702081135,20140702081100,20140702080910,20140702080830,20140702080650,20140702080600,20140702080420,20140702080350,20140702080150,20140702080124,20140702080024,20140702075941,20140702075741,20140702075701,20140702075531,20140702075505,20140702075335,20140702075309,20140702075139,20140702075109,20140702074949,20140702074909,20140702074719,20140702074638,20140702074438,20140702074408,20140702074258,20140702074213,20140702074013,20140702073935,20140702073705,20140702073635,-,-
1069,REAL,1,20140702083225,20140702083125,20140702082745,20140702082715,20140702082445,20140702082415,20140702082145,20140702082115,20140702081915,20140702081845,20140702081625,20140702081550,20140702081340,20140702081305,20140702081115,20140702081035,20140702080855,20140702080805,20140702080625,20140702080555,20140702080355,20140702080329,20140702080229,20140702080146,20140702075946,20140702075906,20140702075736,20140702075710,20140702075540,20140702075514,20140702075344,20140702075314,20140702075154,20140702075114,20140702074924,20140702074843,20140702074643,20140702074613,20140702074503,20140702074418,20140702074218,20140702074140,20140702073910,20140702073840,20140702073610,20140702073510
1070,REAL,1,20140702083430,20140702083330,20140702082950,20140702082920,20140702082650,20140702082620,20140702082350,20140702082320,20140702082120,20140702082050,20140702081830,20140702081755,20140702081545,20140702081510,20140702081320,20140702081240,20140702081100,20140702081010,20140702080830,20140702080800,20140702080600,20140702080534,20140702080434,20140702080351,20140702080151,20140702080111,20140702075941,20140702075915,20140702075745,20140702075719,20140702075549,20140702075519,20140702075359,20140702075319,20140702075129,20140702075048,20140702074848,20140702074818,20140702074708,20140702074623,20140702074423,20140702074345,20140702074115,20140702074045,20140702073815,20140702073715
